Radionuclide	Cd-115m
Route of Intake	Inhalation
Material	Aerosols Type F, fA=5E-2
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
28	3.5E-1	2.8E-5	2.8E-5	4.5E-3	2.0E-3	2.2E-3	2.0E-1
29	3.5E-1	2.7E-5	2.7E-5	4.4E-3	1.9E-3	2.2E-3	2.0E-1
30	3.4E-1	2.7E-5	2.7E-5	4.3E-3	1.9E-3	2.2E-3	1.9E-1
31	3.4E-1	2.6E-5	2.6E-5	4.3E-3	1.9E-3	2.2E-3	1.9E-1
32	3.3E-1	2.6E-5	2.6E-5	4.2E-3	1.8E-3	2.2E-3	1.9E-1
33	3.3E-1	2.5E-5	2.5E-5	4.1E-3	1.8E-3	2.2E-3	1.8E-1
34	3.2E-1	2.5E-5	2.5E-5	4.1E-3	1.8E-3	2.2E-3	1.8E-1
35	3.2E-1	2.5E-5	2.5E-5	4.0E-3	1.8E-3	2.2E-3	1.8E-1
36	3.1E-1	2.4E-5	2.4E-5	3.9E-3	1.7E-3	2.2E-3	1.7E-1
37	3.1E-1	2.4E-5	2.4E-5	3.9E-3	1.7E-3	2.1E-3	1.7E-1
38	3.0E-1	2.3E-5	2.3E-5	3.8E-3	1.7E-3	2.1E-3	1.7E-1
39	3.0E-1	2.3E-5	2.3E-5	3.7E-3	1.6E-3	2.1E-3	1.7E-1
40	2.9E-1	2.3E-5	2.3E-5	3.7E-3	1.6E-3	2.1E-3	1.6E-1
41	2.9E-1	2.2E-5	2.2E-5	3.6E-3	1.6E-3	2.1E-3	1.6E-1
42	2.8E-1	2.2E-5	2.2E-5	3.6E-3	1.6E-3	2.1E-3	1.6E-1
43	2.8E-1	2.2E-5	2.2E-5	3.5E-3	1.5E-3	2.1E-3	1.5E-1
44	2.7E-1	2.1E-5	2.1E-5	3.4E-3	1.5E-3	2.1E-3	1.5E-1
45	2.7E-1	2.1E-5	2.1E-5	3.4E-3	1.5E-3	2.0E-3	1.5E-1
46	2.7E-1	2.0E-5	2.0E-5	3.3E-3	1.5E-3	2.0E-3	1.5E-1
47	2.6E-1	2.0E-5	2.0E-5	3.3E-3	1.4E-3	2.0E-3	1.4E-1
48	2.6E-1	2.0E-5	2.0E-5	3.2E-3	1.4E-3	2.0E-3	1.4E-1
49	2.5E-1	1.9E-5	1.9E-5	3.2E-3	1.4E-3	2.0E-3	1.4E-1
50	2.5E-1	1.9E-5	1.9E-5	3.1E-3	1.4E-3	2.0E-3	1.4E-1
51	2.5E-1	1.9E-5	1.9E-5	3.1E-3	1.4E-3	2.0E-3	1.4E-1
52	2.4E-1	1.9E-5	1.9E-5	3.0E-3	1.3E-3	1.9E-3	1.3E-1
53	2.4E-1	1.8E-5	1.8E-5	3.0E-3	1.3E-3	1.9E-3	1.3E-1
54	2.3E-1	1.8E-5	1.8E-5	2.9E-3	1.3E-3	1.9E-3	1.3E-1
55	2.3E-1	1.8E-5	1.8E-5	2.9E-3	1.3E-3	1.9E-3	1.3E-1
56	2.3E-1	1.7E-5	1.7E-5	2.8E-3	1.2E-3	1.9E-3	1.2E-1
57	2.2E-1	1.7E-5	1.7E-5	2.8E-3	1.2E-3	1.9E-3	1.2E-1
58	2.2E-1	1.7E-5	1.7E-5	2.7E-3	1.2E-3	1.9E-3	1.2E-1
59	2.2E-1	1.6E-5	1.6E-5	2.7E-3	1.2E-3	1.8E-3	1.2E-1
60	2.1E-1	1.6E-5	1.6E-5	2.7E-3	1.2E-3	1.8E-3	1.2E-1
61	2.1E-1	1.6E-5	1.6E-5	2.6E-3	1.1E-3	1.8E-3	1.1E-1
62	2.1E-1	1.6E-5	1.6E-5	2.6E-3	1.1E-3	1.8E-3	1.1E-1
63	2.0E-1	1.5E-5	1.5E-5	2.5E-3	1.1E-3	1.8E-3	1.1E-1
64	2.0E-1	1.5E-5	1.5E-5	2.5E-3	1.1E-3	1.8E-3	1.1E-1
65	2.0E-1	1.5E-5	1.5E-5	2.4E-3	1.1E-3	1.8E-3	1.1E-1
66	1.9E-1	1.5E-5	1.5E-5	2.4E-3	1.1E-3	1.7E-3	1.1E-1
67	1.9E-1	1.4E-5	1.4E-5	2.4E-3	1.0E-3	1.7E-3	1.0E-1
68	1.9E-1	1.4E-5	1.4E-5	2.3E-3	1.0E-3	1.7E-3	1.0E-1
69	1.9E-1	1.4E-5	1.4E-5	2.3E-3	1.0E-3	1.7E-3	1.0E-1
70	1.8E-1	1.4E-5	1.4E-5	2.2E-3	9.9E-4	1.7E-3	9.8E-2
71	1.8E-1	1.3E-5	1.4E-5	2.2E-3	9.7E-4	1.7E-3	9.7E-2
72	1.8E-1	1.3E-5	1.3E-5	2.2E-3	9.6E-4	1.7E-3	9.5E-2
73	1.7E-1	1.3E-5	1.3E-5	2.1E-3	9.4E-4	1.6E-3	9.3E-2
74	1.7E-1	1.3E-5	1.3E-5	2.1E-3	9.3E-4	1.6E-3	9.2E-2
75	1.7E-1	1.3E-5	1.3E-5	2.1E-3	9.1E-4	1.6E-3	9.0E-2
76	1.7E-1	1.2E-5	1.2E-5	2.0E-3	9.0E-4	1.6E-3	8.9E-2
77	1.6E-1	1.2E-5	1.2E-5	2.0E-3	8.8E-4	1.6E-3	8.7E-2
78	1.6E-1	1.2E-5	1.2E-5	2.0E-3	8.7E-4	1.6E-3	8.6E-2
79	1.6E-1	1.2E-5	1.2E-5	1.9E-3	8.5E-4	1.6E-3	8.5E-2
80	1.6E-1	1.2E-5	1.2E-5	1.9E-3	8.4E-4	1.5E-3	8.3E-2
81	1.5E-1	1.1E-5	1.1E-5	1.9E-3	8.3E-4	1.5E-3	8.2E-2
82	1.5E-1	1.1E-5	1.1E-5	1.8E-3	8.1E-4	1.5E-3	8.0E-2
83	1.5E-1	1.1E-5	1.1E-5	1.8E-3	8.0E-4	1.5E-3	7.9E-2
84	1.5E-1	1.1E-5	1.1E-5	1.8E-3	7.9E-4	1.5E-3	7.8E-2
85	1.4E-1	1.1E-5	1.1E-5	1.8E-3	7.7E-4	1.5E-3	7.6E-2
86	1.4E-1	1.1E-5	1.1E-5	1.7E-3	7.6E-4	1.5E-3	7.5E-2
87	1.4E-1	1.0E-5	1.0E-5	1.7E-3	7.5E-4	1.5E-3	7.4E-2
88	1.4E-1	1.0E-5	1.0E-5	1.7E-3	7.4E-4	1.4E-3	7.3E-2
89	1.4E-1	1.0E-5	1.0E-5	1.6E-3	7.2E-4	1.4E-3	7.1E-2
90	1.3E-1	9.8E-6	9.8E-6	1.6E-3	7.1E-4	1.4E-3	7.0E-2
91	1.3E-1	9.7E-6	9.7E-6	1.6E-3	7.0E-4	1.4E-3	6.9E-2
92	1.3E-1	9.5E-6	9.5E-6	1.6E-3	6.9E-4	1.4E-3	6.8E-2
93	1.3E-1	9.4E-6	9.4E-6	1.5E-3	6.8E-4	1.4E-3	6.7E-2
94	1.3E-1	9.2E-6	9.2E-6	1.5E-3	6.7E-4	1.4E-3	6.6E-2
95	1.2E-1	9.0E-6	9.1E-6	1.5E-3	6.6E-4	1.3E-3	6.5E-2
96	1.2E-1	8.9E-6	8.9E-6	1.5E-3	6.4E-4	1.3E-3	6.4E-2
97	1.2E-1	8.7E-6	8.8E-6	1.4E-3	6.3E-4	1.3E-3	6.2E-2
98	1.2E-1	8.6E-6	8.6E-6	1.4E-3	6.2E-4	1.3E-3	6.1E-2
99	1.2E-1	8.5E-6	8.5E-6	1.4E-3	6.1E-4	1.3E-3	6.0E-2
100	1.1E-1	8.3E-6	8.3E-6	1.4E-3	6.0E-4	1.3E-3	5.9E-2
110	9.7E-2	7.0E-6	7.1E-6	1.2E-3	5.1E-4	1.2E-3	5.0E-2
120	8.3E-2	6.0E-6	6.0E-6	9.8E-4	4.3E-4	1.0E-3	4.3E-2
130	7.1E-2	5.1E-6	5.1E-6	8.3E-4	3.7E-4	9.4E-4	3.6E-2
140	6.1E-2	4.3E-6	4.3E-6	7.1E-4	3.1E-4	8.4E-4	3.0E-2
150	5.2E-2	3.6E-6	3.6E-6	6.0E-4	2.6E-4	7.5E-4	2.6E-2
160	4.5E-2	3.1E-6	3.1E-6	5.1E-4	2.2E-4	6.7E-4	2.2E-2
170	3.8E-2	2.6E-6	2.6E-6	4.3E-4	1.9E-4	5.9E-4	1.8E-2
180	3.3E-2	2.2E-6	2.2E-6	3.6E-4	1.6E-4	5.3E-4	1.6E-2
190	2.8E-2	1.9E-6	1.9E-6	3.1E-4	1.4E-4	4.7E-4	1.3E-2
200	2.4E-2	1.6E-6	1.6E-6	2.6E-4	1.2E-4	4.1E-4	1.1E-2
210	2.0E-2	1.3E-6	1.3E-6	2.2E-4	9.8E-5	3.7E-4	9.5E-3
220	1.7E-2	1.1E-6	1.1E-6	1.9E-4	8.3E-5	3.2E-4	8.1E-3
230	1.5E-2	9.7E-7	9.7E-7	1.6E-4	7.0E-5	2.8E-4	6.8E-3
240	1.3E-2	8.2E-7	8.2E-7	1.3E-4	6.0E-5	2.5E-4	5.8E-3
250	1.1E-2	7.0E-7	7.0E-7	1.1E-4	5.0E-5	2.2E-4	4.9E-3
260	9.3E-3	5.9E-7	5.9E-7	9.7E-5	4.3E-5	1.9E-4	4.2E-3
270	7.9E-3	5.0E-7	5.0E-7	8.2E-5	3.6E-5	1.7E-4	3.5E-3
280	6.8E-3	4.2E-7	4.2E-7	7.0E-5	3.1E-5	1.5E-4	3.0E-3
290	5.8E-3	3.6E-7	3.6E-7	5.9E-5	2.6E-5	1.3E-4	2.5E-3
300	5.0E-3	3.1E-7	3.1E-7	5.0E-5	2.2E-5	1.1E-4	2.1E-3
310	4.2E-3	2.6E-7	2.6E-7	4.2E-5	1.9E-5	1.0E-4	1.8E-3
320	3.6E-3	2.2E-7	2.2E-7	3.6E-5	1.6E-5	8.7E-5	1.5E-3
330	3.1E-3	1.9E-7	1.9E-7	3.1E-5	1.3E-5	7.6E-5	1.3E-3
340	2.7E-3	1.6E-7	1.6E-7	2.6E-5	1.1E-5	6.7E-5	1.1E-3
350	2.3E-3	1.3E-7	1.3E-7	2.2E-5	9.7E-6	5.8E-5	9.4E-4
360	1.9E-3	1.1E-7	1.1E-7	1.9E-5	8.2E-6	5.1E-5	8.0E-4
365	1.8E-3	1.1E-7	1.1E-7	1.7E-5	7.6E-6	4.7E-5	7.4E-4
370	1.7E-3	9.7E-8	9.7E-8	1.6E-5	7.0E-6	4.4E-5	6.8E-4
380	1.4E-3	8.2E-8	8.2E-8	1.3E-5	5.9E-6	3.9E-5	5.8E-4
390	1.2E-3	7.0E-8	7.0E-8	1.1E-5	5.0E-6	3.4E-5	4.9E-4
400	1.0E-3	5.9E-8	5.9E-8	9.7E-6	4.3E-6	2.9E-5	4.1E-4
410	8.9E-4	5.0E-8	5.0E-8	8.2E-6	3.6E-6	2.5E-5	3.5E-4
420	7.6E-4	4.3E-8	4.3E-8	7.0E-6	3.1E-6	2.2E-5	3.0E-4
430	6.5E-4	3.6E-8	3.6E-8	5.9E-6	2.6E-6	1.9E-5	2.5E-4
440	5.5E-4	3.1E-8	3.1E-8	5.0E-6	2.2E-6	1.7E-5	2.2E-4
450	4.7E-4	2.6E-8	2.6E-8	4.3E-6	1.9E-6	1.4E-5	1.8E-4
460	4.1E-4	2.2E-8	2.2E-8	3.6E-6	1.6E-6	1.3E-5	1.6E-4
470	3.5E-4	1.9E-8	1.9E-8	3.1E-6	1.4E-6	1.1E-5	1.3E-4
480	3.0E-4	1.6E-8	1.6E-8	2.6E-6	1.2E-6	9.5E-6	1.1E-4
490	2.5E-4	1.4E-8	1.4E-8	2.2E-6	9.8E-7	8.2E-6	9.5E-5
500	2.2E-4	1.2E-8	1.2E-8	1.9E-6	8.3E-7	7.1E-6	8.1E-5
510	1.9E-4	9.9E-9	9.9E-9	1.6E-6	7.1E-7	6.2E-6	6.9E-5
520	1.6E-4	8.4E-9	8.4E-9	1.4E-6	6.0E-7	5.3E-6	5.8E-5
530	1.4E-4	7.1E-9	7.1E-9	1.2E-6	5.1E-7	4.6E-6	5.0E-5
540	1.2E-4	6.1E-9	6.1E-9	9.8E-7	4.3E-7	4.0E-6	4.2E-5
550	9.9E-5	5.2E-9	5.2E-9	8.3E-7	3.7E-7	3.5E-6	3.6E-5
560	8.5E-5	4.4E-9	4.4E-9	7.1E-7	3.1E-7	3.0E-6	3.0E-5
570	7.2E-5	3.7E-9	3.7E-9	6.0E-7	2.7E-7	2.6E-6	2.6E-5
580	6.2E-5	3.2E-9	3.2E-9	5.1E-7	2.3E-7	2.3E-6	2.2E-5
590	5.3E-5	2.7E-9	2.7E-9	4.4E-7	1.9E-7	1.9E-6	1.9E-5
600	4.5E-5	2.3E-9	2.3E-9	3.7E-7	1.6E-7	1.7E-6	1.6E-5
610	3.9E-5	1.9E-9	1.9E-9	3.1E-7	1.4E-7	1.5E-6	1.3E-5
620	3.3E-5	1.7E-9	1.7E-9	2.7E-7	1.2E-7	1.3E-6	1.1E-5
630	2.8E-5	1.4E-9	1.4E-9	2.3E-7	1.0E-7	1.1E-6	9.8E-6
640	2.4E-5	1.2E-9	1.2E-9	1.9E-7	8.5E-8	9.4E-7	8.3E-6
650	2.1E-5	1.0E-9	1.0E-9	1.6E-7	7.3E-8	8.1E-7	7.1E-6
660	1.8E-5	8.7E-10	8.7E-10	1.4E-7	6.2E-8	7.0E-7	6.0E-6
670	1.5E-5	7.4E-10	7.4E-10	1.2E-7	5.3E-8	6.1E-7	5.1E-6
680	1.3E-5	6.3E-10	6.3E-10	1.0E-7	4.5E-8	5.2E-7	4.3E-6
690	1.1E-5	5.4E-10	5.4E-10	8.6E-8	3.8E-8	4.5E-7	3.7E-6
700	9.5E-6	4.6E-10	4.6E-10	7.3E-8	3.2E-8	3.9E-7	3.1E-6
710	8.1E-6	3.9E-10	3.9E-10	6.2E-8	2.8E-8	3.4E-7	2.7E-6
720	6.9E-6	3.3E-10	3.3E-10	5.3E-8	2.3E-8	2.9E-7	2.3E-6
730	5.9E-6	2.8E-10	2.8E-10	4.5E-8	2.0E-8	2.5E-7	1.9E-6
740	5.1E-6	2.4E-10	2.4E-10	3.8E-8	1.7E-8	2.2E-7	1.6E-6
750	4.3E-6	2.0E-10	2.0E-10	3.3E-8	1.4E-8	1.9E-7	1.4E-6
760	3.7E-6	1.7E-10	1.7E-10	2.8E-8	1.2E-8	1.6E-7	1.2E-6
770	3.2E-6	1.5E-10	1.5E-10	2.4E-8	1.0E-8	1.4E-7	1.0E-6
780	2.7E-6	1.3E-10	1.3E-10	2.0E-8	8.9E-9	1.2E-7	8.6E-7
790	2.3E-6	1.1E-10	1.1E-10	1.7E-8	7.6E-9	1.0E-7	7.4E-7
800	2.0E-6	-	-	1.5E-8	6.5E-9	8.9E-8	6.3E-7
810	1.7E-6	-	-	1.2E-8	5.5E-9	7.7E-8	5.3E-7
820	1.5E-6	-	-	1.1E-8	4.7E-9	6.6E-8	4.5E-7
830	1.2E-6	-	-	9.0E-9	4.0E-9	5.7E-8	3.9E-7
840	1.1E-6	-	-	7.7E-9	3.4E-9	4.9E-8	3.3E-7
850	9.1E-7	-	-	6.5E-9	2.9E-9	4.3E-8	2.8E-7
860	7.8E-7	-	-	5.6E-9	2.5E-9	3.7E-8	2.4E-7
870	6.6E-7	-	-	4.7E-9	2.1E-9	3.2E-8	2.0E-7
880	5.7E-7	-	-	4.0E-9	1.8E-9	2.7E-8	1.7E-7
890	4.9E-7	-	-	3.4E-9	1.5E-9	2.3E-8	1.5E-7
900	4.2E-7	-	-	2.9E-9	1.3E-9	2.0E-8	1.3E-7
910	3.6E-7	-	-	2.5E-9	1.1E-9	1.7E-8	1.1E-7
920	3.0E-7	-	-	2.1E-9	9.4E-10	1.5E-8	9.1E-8
930	2.6E-7	-	-	1.8E-9	8.0E-10	1.3E-8	7.8E-8
940	2.2E-7	-	-	1.5E-9	6.8E-10	1.1E-8	6.6E-8
950	1.9E-7	-	-	1.3E-9	5.8E-10	9.6E-9	5.6E-8
960	1.6E-7	-	-	1.1E-9	5.0E-10	8.2E-9	4.8E-8
970	1.4E-7	-	-	9.6E-10	4.2E-10	7.1E-9	4.1E-8
980	1.2E-7	-	-	8.2E-10	3.6E-10	6.1E-9	3.5E-8
990	1.0E-7	-	-	7.0E-10	3.1E-10	5.3E-9	3.0E-8
1000	8.7E-8	-	-	5.9E-10	2.6E-10	4.5E-9	2.5E-8
1010	7.5E-8	-	-	5.1E-10	2.2E-10	3.9E-9	2.2E-8
1020	6.4E-8	-	-	4.3E-10	1.9E-10	3.3E-9	1.8E-8
1030	5.5E-8	-	-	3.7E-10	1.6E-10	2.9E-9	1.6E-8
1040	4.7E-8	-	-	3.1E-10	1.4E-10	2.5E-9	1.3E-8
1050	4.0E-8	-	-	2.6E-10	1.2E-10	2.1E-9	1.1E-8
1060	3.4E-8	-	-	2.3E-10	1.0E-10	1.8E-9	9.8E-9
1070	2.9E-8	-	-	1.9E-10	-	1.6E-9	8.3E-9
1080	2.5E-8	-	-	1.6E-10	-	1.4E-9	7.1E-9
1090	2.1E-8	-	-	1.4E-10	-	1.2E-9	6.0E-9
1095	2.0E-8	-	-	1.3E-10	-	1.1E-9	5.6E-9
1100	1.8E-8	-	-	1.2E-10	-	1.0E-9	5.2E-9
1200	3.8E-9	-	-	-	-	2.2E-10	1.1E-9
1300	8.0E-10	-	-	-	-	-	2.2E-10
1400	1.7E-10	-	-	-	-	-	-
