Radionuclide	Ra-228
Route of Intake	Ingestion
Material	All forms, fA=0.2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
51	1.4E-2	3.7E-6	1.4E-4	1.7E-4	1.3E-2	2.1E-4
52	1.4E-2	3.7E-6	1.4E-4	1.7E-4	1.3E-2	2.1E-4
53	1.4E-2	3.6E-6	1.3E-4	1.6E-4	1.3E-2	2.1E-4
54	1.4E-2	3.5E-6	1.3E-4	1.6E-4	1.3E-2	2.1E-4
55	1.4E-2	3.5E-6	1.3E-4	1.6E-4	1.3E-2	2.1E-4
56	1.3E-2	3.4E-6	1.3E-4	1.6E-4	1.3E-2	2.1E-4
57	1.3E-2	3.3E-6	1.2E-4	1.5E-4	1.2E-2	2.0E-4
58	1.3E-2	3.3E-6	1.2E-4	1.5E-4	1.2E-2	2.0E-4
59	1.3E-2	3.2E-6	1.2E-4	1.5E-4	1.2E-2	2.0E-4
60	1.3E-2	3.2E-6	1.2E-4	1.5E-4	1.2E-2	2.0E-4
61	1.3E-2	3.1E-6	1.1E-4	1.4E-4	1.2E-2	2.0E-4
62	1.3E-2	3.1E-6	1.1E-4	1.4E-4	1.2E-2	2.0E-4
63	1.3E-2	3.0E-6	1.1E-4	1.4E-4	1.2E-2	2.0E-4
64	1.2E-2	3.0E-6	1.1E-4	1.4E-4	1.2E-2	2.0E-4
65	1.2E-2	2.9E-6	1.1E-4	1.3E-4	1.2E-2	2.0E-4
66	1.2E-2	2.8E-6	1.1E-4	1.3E-4	1.1E-2	2.0E-4
67	1.2E-2	2.8E-6	1.0E-4	1.3E-4	1.1E-2	2.0E-4
68	1.2E-2	2.7E-6	1.0E-4	1.3E-4	1.1E-2	2.0E-4
69	1.2E-2	2.7E-6	1.0E-4	1.3E-4	1.1E-2	1.9E-4
70	1.2E-2	2.7E-6	9.8E-5	1.2E-4	1.1E-2	1.9E-4
71	1.2E-2	2.6E-6	9.6E-5	1.2E-4	1.1E-2	1.9E-4
72	1.2E-2	2.6E-6	9.4E-5	1.2E-4	1.1E-2	1.9E-4
73	1.1E-2	2.5E-6	9.3E-5	1.2E-4	1.1E-2	1.9E-4
74	1.1E-2	2.5E-6	9.1E-5	1.2E-4	1.1E-2	1.9E-4
75	1.1E-2	2.4E-6	8.9E-5	1.1E-4	1.1E-2	1.9E-4
76	1.1E-2	2.4E-6	8.8E-5	1.1E-4	1.0E-2	1.9E-4
77	1.1E-2	2.3E-6	8.6E-5	1.1E-4	1.0E-2	1.9E-4
78	1.1E-2	2.3E-6	8.5E-5	1.1E-4	1.0E-2	1.9E-4
79	1.1E-2	2.3E-6	8.3E-5	1.1E-4	1.0E-2	1.9E-4
80	1.1E-2	2.2E-6	8.2E-5	1.1E-4	1.0E-2	1.9E-4
81	1.1E-2	2.2E-6	8.0E-5	1.0E-4	1.0E-2	1.9E-4
82	1.1E-2	2.1E-6	7.9E-5	1.0E-4	9.9E-3	1.9E-4
83	1.1E-2	2.1E-6	7.7E-5	1.0E-4	9.8E-3	1.9E-4
84	1.0E-2	2.1E-6	7.6E-5	9.9E-5	9.8E-3	1.8E-4
85	1.0E-2	2.0E-6	7.5E-5	9.7E-5	9.7E-3	1.8E-4
86	1.0E-2	2.0E-6	7.3E-5	9.6E-5	9.6E-3	1.8E-4
87	1.0E-2	2.0E-6	7.2E-5	9.4E-5	9.5E-3	1.8E-4
88	1.0E-2	1.9E-6	7.1E-5	9.3E-5	9.5E-3	1.8E-4
89	1.0E-2	1.9E-6	7.0E-5	9.1E-5	9.4E-3	1.8E-4
90	1.0E-2	1.9E-6	6.8E-5	9.0E-5	9.3E-3	1.8E-4
91	1.0E-2	1.8E-6	6.7E-5	8.8E-5	9.2E-3	1.8E-4
92	9.9E-3	1.8E-6	6.6E-5	8.7E-5	9.2E-3	1.8E-4
93	9.8E-3	1.8E-6	6.5E-5	8.6E-5	9.1E-3	1.8E-4
94	9.8E-3	1.7E-6	6.4E-5	8.4E-5	9.0E-3	1.8E-4
95	9.7E-3	1.7E-6	6.3E-5	8.3E-5	9.0E-3	1.8E-4
96	9.6E-3	1.7E-6	6.1E-5	8.2E-5	8.9E-3	1.8E-4
97	9.6E-3	1.6E-6	6.0E-5	8.1E-5	8.8E-3	1.8E-4
98	9.5E-3	1.6E-6	5.9E-5	7.9E-5	8.8E-3	1.8E-4
99	9.4E-3	1.6E-6	5.8E-5	7.8E-5	8.7E-3	1.8E-4
100	9.4E-3	1.6E-6	5.7E-5	7.7E-5	8.7E-3	1.8E-4
110	8.8E-3	1.3E-6	4.8E-5	6.6E-5	8.1E-3	1.7E-4
120	8.3E-3	1.1E-6	4.0E-5	5.7E-5	7.7E-3	1.7E-4
130	7.9E-3	9.2E-7	3.4E-5	5.0E-5	7.3E-3	1.6E-4
140	7.6E-3	7.7E-7	2.8E-5	4.4E-5	6.9E-3	1.6E-4
150	7.3E-3	6.5E-7	2.4E-5	3.9E-5	6.7E-3	1.5E-4
160	7.0E-3	5.5E-7	2.0E-5	3.4E-5	6.4E-3	1.5E-4
170	6.8E-3	4.7E-7	1.7E-5	3.1E-5	6.2E-3	1.5E-4
180	6.6E-3	4.0E-7	1.5E-5	2.8E-5	6.1E-3	1.4E-4
190	6.5E-3	3.4E-7	1.2E-5	2.5E-5	5.9E-3	1.4E-4
200	6.3E-3	2.9E-7	1.1E-5	2.3E-5	5.8E-3	1.4E-4
210	6.2E-3	2.5E-7	9.2E-6	2.1E-5	5.7E-3	1.4E-4
220	6.1E-3	2.2E-7	7.9E-6	2.0E-5	5.6E-3	1.3E-4
230	6.0E-3	1.9E-7	6.9E-6	1.8E-5	5.5E-3	1.3E-4
240	5.9E-3	1.6E-7	6.0E-6	1.7E-5	5.4E-3	1.3E-4
250	5.9E-3	1.4E-7	5.3E-6	1.6E-5	5.3E-3	1.3E-4
260	5.8E-3	1.3E-7	4.7E-6	1.6E-5	5.3E-3	1.3E-4
270	5.7E-3	1.1E-7	4.2E-6	1.5E-5	5.2E-3	1.2E-4
280	5.7E-3	1.0E-7	3.8E-6	1.4E-5	5.1E-3	1.2E-4
290	5.6E-3	9.4E-8	3.4E-6	1.4E-5	5.1E-3	1.2E-4
300	5.6E-3	8.5E-8	3.1E-6	1.4E-5	5.0E-3	1.2E-4
310	5.5E-3	7.9E-8	2.9E-6	1.3E-5	5.0E-3	1.2E-4
320	5.5E-3	7.3E-8	2.6E-6	1.3E-5	5.0E-3	1.2E-4
330	5.4E-3	6.8E-8	2.5E-6	1.3E-5	4.9E-3	1.1E-4
340	5.4E-3	6.4E-8	2.3E-6	1.2E-5	4.9E-3	1.1E-4
350	5.3E-3	6.1E-8	2.2E-6	1.2E-5	4.8E-3	1.1E-4
360	5.3E-3	5.8E-8	2.1E-6	1.2E-5	4.8E-3	1.1E-4
365	5.3E-3	5.6E-8	2.0E-6	1.2E-5	4.8E-3	1.1E-4
370	5.3E-3	5.5E-8	2.0E-6	1.2E-5	4.8E-3	1.1E-4
380	5.2E-3	5.3E-8	1.9E-6	1.2E-5	4.7E-3	1.1E-4
390	5.2E-3	5.1E-8	1.8E-6	1.1E-5	4.7E-3	1.0E-4
400	5.1E-3	5.0E-8	1.8E-6	1.1E-5	4.7E-3	1.0E-4
410	5.1E-3	4.8E-8	1.7E-6	1.1E-5	4.7E-3	1.0E-4
420	5.1E-3	4.7E-8	1.7E-6	1.1E-5	4.6E-3	1.0E-4
430	5.0E-3	4.6E-8	1.7E-6	1.1E-5	4.6E-3	9.9E-5
440	5.0E-3	4.5E-8	1.6E-6	1.1E-5	4.6E-3	9.8E-5
450	5.0E-3	4.4E-8	1.6E-6	1.1E-5	4.5E-3	9.6E-5
460	4.9E-3	4.3E-8	1.6E-6	1.1E-5	4.5E-3	9.5E-5
470	4.9E-3	4.3E-8	1.5E-6	1.1E-5	4.5E-3	9.4E-5
480	4.9E-3	4.2E-8	1.5E-6	1.0E-5	4.5E-3	9.2E-5
490	4.8E-3	4.1E-8	1.5E-6	1.0E-5	4.4E-3	9.1E-5
500	4.8E-3	4.1E-8	1.5E-6	1.0E-5	4.4E-3	9.0E-5
510	4.8E-3	4.0E-8	1.5E-6	1.0E-5	4.4E-3	8.9E-5
520	4.8E-3	4.0E-8	1.4E-6	1.0E-5	4.3E-3	8.8E-5
530	4.7E-3	3.9E-8	1.4E-6	1.0E-5	4.3E-3	8.7E-5
540	4.7E-3	3.9E-8	1.4E-6	1.0E-5	4.3E-3	8.5E-5
550	4.7E-3	3.9E-8	1.4E-6	9.9E-6	4.3E-3	8.4E-5
560	4.6E-3	3.8E-8	1.4E-6	9.9E-6	4.2E-3	8.3E-5
570	4.6E-3	3.8E-8	1.4E-6	9.8E-6	4.2E-3	8.2E-5
580	4.6E-3	3.8E-8	1.4E-6	9.7E-6	4.2E-3	8.1E-5
590	4.6E-3	3.7E-8	1.3E-6	9.6E-6	4.2E-3	8.0E-5
600	4.5E-3	3.7E-8	1.3E-6	9.6E-6	4.1E-3	7.9E-5
610	4.5E-3	3.7E-8	1.3E-6	9.5E-6	4.1E-3	7.8E-5
620	4.5E-3	3.6E-8	1.3E-6	9.4E-6	4.1E-3	7.7E-5
630	4.4E-3	3.6E-8	1.3E-6	9.4E-6	4.1E-3	7.6E-5
640	4.4E-3	3.6E-8	1.3E-6	9.3E-6	4.0E-3	7.5E-5
650	4.4E-3	3.5E-8	1.3E-6	9.2E-6	4.0E-3	7.4E-5
660	4.4E-3	3.5E-8	1.3E-6	9.2E-6	4.0E-3	7.3E-5
670	4.3E-3	3.5E-8	1.2E-6	9.1E-6	4.0E-3	7.3E-5
680	4.3E-3	3.4E-8	1.2E-6	9.0E-6	3.9E-3	7.2E-5
690	4.3E-3	3.4E-8	1.2E-6	9.0E-6	3.9E-3	7.1E-5
700	4.2E-3	3.4E-8	1.2E-6	8.9E-6	3.9E-3	7.0E-5
710	4.2E-3	3.4E-8	1.2E-6	8.8E-6	3.9E-3	6.9E-5
720	4.2E-3	3.3E-8	1.2E-6	8.8E-6	3.8E-3	6.8E-5
730	4.2E-3	3.3E-8	1.2E-6	8.7E-6	3.8E-3	6.8E-5
740	4.1E-3	3.3E-8	1.2E-6	8.7E-6	3.8E-3	6.7E-5
750	4.1E-3	3.2E-8	1.2E-6	8.6E-6	3.8E-3	6.6E-5
760	4.1E-3	3.2E-8	1.2E-6	8.5E-6	3.8E-3	6.5E-5
770	4.1E-3	3.2E-8	1.2E-6	8.5E-6	3.7E-3	6.4E-5
780	4.0E-3	3.2E-8	1.1E-6	8.4E-6	3.7E-3	6.4E-5
790	4.0E-3	3.1E-8	1.1E-6	8.3E-6	3.7E-3	6.3E-5
800	4.0E-3	3.1E-8	1.1E-6	8.3E-6	3.7E-3	6.2E-5
810	4.0E-3	3.1E-8	1.1E-6	8.2E-6	3.6E-3	6.2E-5
820	3.9E-3	3.1E-8	1.1E-6	8.2E-6	3.6E-3	6.1E-5
830	3.9E-3	3.0E-8	1.1E-6	8.1E-6	3.6E-3	6.0E-5
840	3.9E-3	3.0E-8	1.1E-6	8.1E-6	3.6E-3	5.9E-5
850	3.9E-3	3.0E-8	1.1E-6	8.0E-6	3.6E-3	5.9E-5
860	3.8E-3	3.0E-8	1.1E-6	7.9E-6	3.5E-3	5.8E-5
870	3.8E-3	3.0E-8	1.1E-6	7.9E-6	3.5E-3	5.7E-5
880	3.8E-3	2.9E-8	1.1E-6	7.8E-6	3.5E-3	5.7E-5
890	3.8E-3	2.9E-8	1.0E-6	7.8E-6	3.5E-3	5.6E-5
900	3.8E-3	2.9E-8	1.0E-6	7.7E-6	3.4E-3	5.6E-5
910	3.7E-3	2.9E-8	1.0E-6	7.7E-6	3.4E-3	5.5E-5
920	3.7E-3	2.8E-8	1.0E-6	7.6E-6	3.4E-3	5.4E-5
930	3.7E-3	2.8E-8	1.0E-6	7.6E-6	3.4E-3	5.4E-5
940	3.7E-3	2.8E-8	1.0E-6	7.5E-6	3.4E-3	5.3E-5
950	3.6E-3	2.8E-8	1.0E-6	7.4E-6	3.3E-3	5.3E-5
960	3.6E-3	2.7E-8	9.9E-7	7.4E-6	3.3E-3	5.2E-5
970	3.6E-3	2.7E-8	9.8E-7	7.3E-6	3.3E-3	5.1E-5
980	3.6E-3	2.7E-8	9.7E-7	7.3E-6	3.3E-3	5.1E-5
990	3.6E-3	2.7E-8	9.7E-7	7.2E-6	3.3E-3	5.0E-5
1000	3.5E-3	2.7E-8	9.6E-7	7.2E-6	3.2E-3	5.0E-5
1010	3.5E-3	2.6E-8	9.5E-7	7.1E-6	3.2E-3	4.9E-5
1020	3.5E-3	2.6E-8	9.4E-7	7.1E-6	3.2E-3	4.9E-5
1030	3.5E-3	2.6E-8	9.4E-7	7.0E-6	3.2E-3	4.8E-5
1040	3.4E-3	2.6E-8	9.3E-7	7.0E-6	3.2E-3	4.8E-5
1050	3.4E-3	2.6E-8	9.2E-7	6.9E-6	3.2E-3	4.7E-5
1060	3.4E-3	2.5E-8	9.1E-7	6.9E-6	3.1E-3	4.7E-5
1070	3.4E-3	2.5E-8	9.1E-7	6.8E-6	3.1E-3	4.6E-5
1080	3.4E-3	2.5E-8	9.0E-7	6.8E-6	3.1E-3	4.6E-5
1090	3.3E-3	2.5E-8	8.9E-7	6.7E-6	3.1E-3	4.5E-5
1095	3.3E-3	2.5E-8	8.9E-7	6.7E-6	3.1E-3	4.5E-5
1100	3.3E-3	2.5E-8	8.9E-7	6.7E-6	3.1E-3	4.5E-5
1200	3.1E-3	2.3E-8	8.2E-7	6.2E-6	2.9E-3	4.1E-5
1300	2.9E-3	2.1E-8	7.6E-7	5.8E-6	2.7E-3	3.7E-5
1400	2.8E-3	2.0E-8	7.0E-7	5.4E-6	2.6E-3	3.4E-5
1500	2.6E-3	1.8E-8	6.5E-7	5.0E-6	2.4E-3	3.1E-5
1600	2.5E-3	1.7E-8	6.1E-7	4.7E-6	2.3E-3	2.8E-5
1700	2.3E-3	1.6E-8	5.6E-7	4.4E-6	2.2E-3	2.6E-5
1800	2.2E-3	1.5E-8	5.2E-7	4.1E-6	2.0E-3	2.4E-5
1900	2.1E-3	1.3E-8	4.9E-7	3.8E-6	1.9E-3	2.2E-5
2000	2.0E-3	1.3E-8	4.5E-7	3.5E-6	1.8E-3	2.0E-5
2100	1.9E-3	1.2E-8	4.2E-7	3.3E-6	1.7E-3	1.9E-5
2200	1.8E-3	1.1E-8	3.9E-7	3.1E-6	1.6E-3	1.7E-5
2300	1.7E-3	1.0E-8	3.6E-7	2.9E-6	1.6E-3	1.6E-5
2400	1.6E-3	9.4E-9	3.4E-7	2.7E-6	1.5E-3	1.5E-5
2500	1.5E-3	8.8E-9	3.2E-7	2.5E-6	1.4E-3	1.4E-5
2600	1.4E-3	8.2E-9	2.9E-7	2.3E-6	1.3E-3	1.3E-5
2700	1.3E-3	7.6E-9	2.7E-7	2.2E-6	1.3E-3	1.2E-5
2800	1.3E-3	7.1E-9	2.6E-7	2.0E-6	1.2E-3	1.1E-5
2900	1.2E-3	6.6E-9	2.4E-7	1.9E-6	1.1E-3	1.0E-5
3000	1.1E-3	6.2E-9	2.2E-7	1.8E-6	1.1E-3	9.5E-6
3100	1.1E-3	5.8E-9	2.1E-7	1.6E-6	1.0E-3	8.8E-6
3200	1.0E-3	5.4E-9	1.9E-7	1.5E-6	9.6E-4	8.2E-6
3300	9.7E-4	5.0E-9	1.8E-7	1.4E-6	9.2E-4	7.7E-6
3400	9.2E-4	4.7E-9	1.7E-7	1.3E-6	8.7E-4	7.1E-6
3500	8.7E-4	4.4E-9	1.6E-7	1.2E-6	8.3E-4	6.6E-6
3600	8.3E-4	4.1E-9	1.5E-7	1.2E-6	7.9E-4	6.2E-6
3650	8.1E-4	4.0E-9	1.4E-7	1.1E-6	7.7E-4	6.0E-6
4000	6.8E-4	3.1E-9	1.1E-7	8.7E-7	6.5E-4	4.7E-6
5000	4.2E-4	1.7E-9	6.0E-8	4.4E-7	4.0E-4	2.3E-6
6000	2.6E-4	9.1E-10	3.3E-8	2.2E-7	2.5E-4	1.1E-6
7000	1.7E-4	5.2E-10	1.9E-8	1.1E-7	1.6E-4	5.7E-7
8000	1.1E-4	3.0E-10	1.1E-8	5.8E-8	1.0E-4	2.9E-7
9000	6.9E-5	1.8E-10	6.6E-9	3.0E-8	6.8E-5	1.4E-7
10000	4.5E-5	1.1E-10	4.1E-9	1.6E-8	4.5E-5	7.3E-8
11000	3.0E-5	-	2.6E-9	8.8E-9	2.9E-5	3.7E-8
12000	2.0E-5	-	1.6E-9	4.9E-9	1.9E-5	1.9E-8
13000	1.3E-5	-	1.1E-9	2.7E-9	1.3E-5	1.0E-8
14000	8.5E-6	-	6.9E-10	1.6E-9	8.5E-6	5.3E-9
15000	5.6E-6	-	4.5E-10	9.4E-10	5.6E-6	2.9E-9
16000	3.7E-6	-	3.0E-10	5.7E-10	3.7E-6	1.6E-9
17000	2.5E-6	-	2.0E-10	3.5E-10	2.5E-6	8.8E-10
18000	1.6E-6	-	1.3E-10	2.2E-10	1.6E-6	5.0E-10
18250	1.5E-6	-	1.2E-10	1.9E-10	1.5E-6	4.4E-10
